current,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,shuffle,device,num_workers,normalize
Test,2,2,0.4181815207004547,0.8569,1.588632345199585,54.45586585998535,,1000,True,cuda,1,normal
Train,2,11,0.21468520735700924,0.9194833333333333,4.6396050453186035,59.22273087501526,0.01,1000,True,cuda,1,no_normal
Train,2,12,0.20432411159078281,0.9227333333333333,4.633853912353516,64.03338027000427,0.01,1000,True,cuda,1,no_normal
Train,2,13,0.19822976763049763,0.9244166666666667,4.659830093383789,68.89349675178528,0.01,1000,True,cuda,1,no_normal
Train,2,14,0.19275186384717624,0.9266666666666666,4.767130136489868,73.85352230072021,0.01,1000,True,cuda,1,no_normal
Train,2,15,0.18916845495502155,0.9275666666666667,4.798930644989014,78.86955094337463,0.01,1000,True,cuda,1,no_normal
Test,2,3,0.467031991481781,0.8556,1.5962605476379395,80.66601610183716,,1000,True,cuda,1,normal
Train,2,16,0.18360935697952907,0.9293833333333333,4.660425424575806,85.41543102264404,0.01,1000,True,cuda,1,no_normal
Train,2,17,0.17506765872240065,0.9327333333333333,4.647452354431152,90.24522757530212,0.01,1000,True,cuda,1,no_normal
Train,2,18,0.16573340532680353,0.9363166666666667,4.64323878288269,95.05833649635315,0.01,1000,True,cuda,1,no_normal
Train,2,19,0.1644229001055161,0.93735,4.638153553009033,99.88638949394226,0.01,1000,True,cuda,1,no_normal
Train,2,20,0.16383307228485744,0.9376166666666667,4.653172016143799,104.7594895362854,0.01,1000,True,cuda,1,no_normal
Test,2,4,0.5058639645576477,0.8516,1.6502876281738281,106.61140608787537,,1000,True,cuda,1,normal
Train,3,1,0.5985619619488716,0.7776,6.679247140884399,7.982064485549927,0.01,1000,False,cuda,1,normal
Train,3,2,0.3517104104161263,0.8697666666666667,6.722323179244995,14.894294261932373,0.01,1000,False,cuda,1,normal
Train,3,3,0.3067862331867218,0.8848,6.992793321609497,22.099602937698364,0.01,1000,False,cuda,1,normal
Train,3,4,0.27943676685293517,0.8957833333333334,7.920412063598633,30.24739956855774,0.01,1000,False,cuda,1,normal
Train,3,5,0.2645204409956932,0.9003166666666667,6.846172571182251,37.343358516693115,0.01,1000,False,cuda,1,normal
Test,3,1,0.3059292912483215,0.8901,1.5898497104644775,39.11969780921936,,1000,True,cuda,1,normal
Train,3,6,0.2536517078677813,0.90385,6.587756633758545,45.803682804107666,0.01,1000,False,cuda,1,normal
Train,3,7,0.23879764551917712,0.90955,6.676637172698975,52.68308115005493,0.01,1000,False,cuda,1,normal
Train,3,8,0.22956202899416286,0.9132666666666667,6.573681354522705,59.49572539329529,0.01,1000,False,cuda,1,normal
Train,3,9,0.22188745414217312,0.91555,6.74667501449585,66.43226623535156,0.01,1000,False,cuda,1,normal
Train,3,10,0.21537616079052288,0.9175333333333333,6.629486799240112,73.266184091568,0.01,1000,False,cuda,1,normal
Test,3,2,0.3050814777612686,0.8953,1.5857207775115967,75.05926156044006,,1000,True,cuda,1,normal
Train,3,11,0.20847830524047214,0.9207333333333333,6.599721670150757,81.77843880653381,0.01,1000,False,cuda,1,normal
Train,3,12,0.20409701466560365,0.92255,6.775383710861206,88.75369620323181,0.01,1000,False,cuda,1,normal
Train,3,13,0.20157889351248742,0.9239,6.668737411499023,95.60141253471375,0.01,1000,False,cuda,1,normal
Train,3,14,0.19597357908884686,0.9256166666666666,6.629242658615112,102.56124424934387,0.01,1000,False,cuda,1,normal
Train,3,15,0.1904389150440693,0.9274166666666667,6.562551975250244,109.3657636642456,0.01,1000,False,cuda,1,normal
Test,3,3,0.30460530519485474,0.8971,1.6187877655029297,111.16439247131348,,1000,True,cuda,1,normal
Train,3,16,0.18851148361961048,0.9283833333333333,6.633411169052124,117.88340902328491,0.01,1000,False,cuda,1,normal
Train,3,17,0.18734578813115757,0.929,6.6581878662109375,124.70147228240967,0.01,1000,False,cuda,1,normal
Train,3,18,0.18080553139249483,0.93095,6.638405084609985,131.66488647460938,0.01,1000,False,cuda,1,normal
Train,3,19,0.17812044844031333,0.9319166666666666,6.631931781768799,138.50687050819397,0.01,1000,False,cuda,1,normal
Train,3,20,0.1691559279958407,0.9356666666666666,6.688146114349365,145.37828254699707,0.01,1000,False,cuda,1,normal
Test,3,4,0.3543776303529739,0.8899,1.586158037185669,147.19965529441833,,1000,True,cuda,1,normal
Train,4,1,0.5450895229975382,0.8026833333333333,4.611315011978149,5.8146162033081055,0.01,1000,False,cuda,1,no_normal
Train,4,2,0.3340056285262108,0.8748666666666667,4.91506814956665,10.899628162384033,0.01,1000,False,cuda,1,no_normal
Train,4,3,0.29623124152421954,0.89035,4.648452281951904,15.747576475143433,0.01,1000,False,cuda,1,no_normal
Train,4,4,0.2786073677241802,0.8960666666666667,4.59577751159668,20.54713797569275,0.01,1000,False,cuda,1,no_normal
Train,4,5,0.2600209174056848,0.9044,4.679406404495239,25.42648148536682,0.01,1000,False,cuda,1,no_normal
Test,4,1,0.4311933994293213,0.8475,1.5870766639709473,27.298784732818604,,1000,True,cuda,1,normal
Train,4,6,0.24995641857385636,0.9071833333333333,4.583520889282227,31.969762086868286,0.01,1000,False,cuda,1,no_normal
Train,4,7,0.24156925131877263,0.9095166666666666,4.615854740142822,36.75548553466797,0.01,1000,False,cuda,1,no_normal
Train,4,8,0.2373283269504706,0.9110833333333334,4.568504810333252,41.53194332122803,0.01,1000,False,cuda,1,no_normal
Train,4,9,0.22663624286651612,0.9148666666666667,4.644942045211792,46.381975412368774,0.01,1000,False,cuda,1,no_normal
Train,4,10,0.22350263769427936,0.9151166666666667,4.611345291137695,51.18643569946289,0.01,1000,False,cuda,1,no_normal
Test,4,2,0.42119710743427274,0.8513,1.5937187671661377,52.978354692459106,,1000,True,cuda,1,normal
Train,4,11,0.20753719235459964,0.9204333333333333,4.599209308624268,57.67750144004822,0.01,1000,False,cuda,1,no_normal
Train,4,12,0.1990101754665375,0.9241333333333334,4.693889617919922,62.55883049964905,0.01,1000,False,cuda,1,no_normal
Train,4,13,0.19456861267487208,0.9264,4.628129720687866,67.38309454917908,0.01,1000,False,cuda,1,no_normal
Train,4,14,0.19128138273954393,0.9279666666666667,4.583542346954346,72.14649891853333,0.01,1000,False,cuda,1,no_normal
Train,4,15,0.18881503517429035,0.9282666666666667,4.625806570053101,76.94860172271729,0.01,1000,False,cuda,1,no_normal
Test,4,3,0.5112910896539689,0.8437,1.608107566833496,78.75428104400635,,1000,True,cuda,1,normal
Train,4,16,0.18900951420267423,0.9285833333333333,4.629434823989868,83.48794746398926,0.01,1000,False,cuda,1,no_normal
Train,4,17,0.1760812391837438,0.9327666666666666,4.5926055908203125,88.27935719490051,0.01,1000,False,cuda,1,no_normal
Train,4,18,0.16925776054461797,0.9354333333333333,4.629550218582153,93.08855772018433,0.01,1000,False,cuda,1,no_normal
